id,goal,domain,roadmap
474,Mobile QA Engineer - Path Variant 6,Mobile Development,Platform & Language: Android architecture & Java/Kotlin; App lifecycle; iOS architecture & Swift | Android Advanced: Jetpack Compose; Activities & fragments; Background processing | iOS Advanced: Auto Layout; Combine & concurrency; SwiftUI basics | Cross-platform: Platform channels; Flutter widgets/state; React Native bridge | Performance & Testing: Memory leaks; Automated UI tests; Profiling | Release: App signing & CI; Play Store/App Store guidelines
475,Mobile QA Engineer - Path Variant 7,Mobile Development,Platform & Language: iOS architecture & Swift; Android architecture & Java/Kotlin; App lifecycle | Android Advanced: Jetpack Compose; Capstone: Build a Mobile QA Engineer portfolio project integrating core skills; Background processing; Activities & fragments | iOS Advanced: Auto Layout; SwiftUI basics; Combine & concurrency | Cross-platform: Flutter widgets/state; Platform channels; React Native bridge | Performance & Testing: Memory leaks; Automated UI tests; Profiling | Release: App signing & CI; Play Store/App Store guidelines
476,Mobile QA Engineer - Path Variant 8,Mobile Development,Platform & Language: Android architecture & Java/Kotlin; iOS architecture & Swift; App lifecycle; Capstone: Build a Mobile QA Engineer portfolio project integrating core skills | Android Advanced: Capstone: Build a Mobile QA Engineer portfolio project integrating core skills; Activities & fragments; Jetpack Compose; Background processing | iOS Advanced: SwiftUI basics; Combine & concurrency; Auto Layout; Capstone: Build a Mobile QA Engineer portfolio project integrating core skills | Cross-platform: Platform channels; React Native bridge; Flutter widgets/state | Performance & Testing: Profiling; Memory leaks; Capstone: Build a Mobile QA Engineer portfolio project integrating core skills; Automated UI tests | Release: App signing & CI; Play Store/App Store guidelines
477,Mobile QA Engineer - Path Variant 9,Mobile Development,Platform & Language: iOS architecture & Swift; Android architecture & Java/Kotlin; App lifecycle | Android Advanced: Jetpack Compose; Background processing; Activities & fragments | iOS Advanced: Capstone: Build a Mobile QA Engineer portfolio project integrating core skills; Combine & concurrency; Auto Layout; SwiftUI basics | Cross-platform: React Native bridge; Flutter widgets/state; Platform channels | Performance & Testing: Profiling; Memory leaks; Automated UI tests | Release: App signing & CI; Play Store/App Store guidelines
478,Mobile QA Engineer - Path Variant 10,Mobile Development,Platform & Language: Android architecture & Java/Kotlin; iOS architecture & Swift; App lifecycle | Android Advanced: Jetpack Compose; Background processing; Activities & fragments | iOS Advanced: SwiftUI basics; Auto Layout; Combine & concurrency | Cross-platform: React Native bridge; Platform channels; Flutter widgets/state | Performance & Testing: Profiling; Memory leaks; Automated UI tests | Release: App signing & CI; Play Store/App Store guidelines
479,Mobile QA Engineer - Path Variant 11,Mobile Development,Platform & Language: iOS architecture & Swift; App lifecycle; Capstone: Build a Mobile QA Engineer portfolio project integrating core skills; Android architecture & Java/Kotlin | Android Advanced: Background processing; Activities & fragments; Jetpack Compose | iOS Advanced: SwiftUI basics; Combine & concurrency; Auto Layout | Cross-platform: React Native bridge; Platform channels; Flutter widgets/state | Performance & Testing: Memory leaks; Automated UI tests; Profiling | Release: App signing & CI; Play Store/App Store guidelines
480,Mobile QA Engineer - Path Variant 12,Mobile Development,Platform & Language: App lifecycle; Android architecture & Java/Kotlin; iOS architecture & Swift | Android Advanced: Background processing; Jetpack Compose; Activities & fragments | iOS Advanced: Capstone: Build a Mobile QA Engineer portfolio project integrating core skills; Combine & concurrency; Auto Layout; SwiftUI basics | Cross-platform: React Native bridge; Flutter widgets/state; Platform channels | Performance & Testing: Memory leaks; Automated UI tests; Profiling | Release: Play Store/App Store guidelines; App signing & CI
481,DB Engineer - Path Variant 1,Database Engineering,Relational DBs: Index maintenance; Normalization forms; Index maintenance; Query profiling; Query profiling; Explain analyze; Explain analyze; ACID properties; Index types & use cases | NoSQL: Query profiling; CAP theorem; Document modeling; Index maintenance; Explain analyze; Denormalization patterns | Optimization: Index tuning; Query profiling; Index maintenance; Partitioning & sharding; Query plans & explain; Explain analyze | Data Pipelines: Kafka basics; CDC (Debezium); ETL patterns | Replication & HA: Failover strategies; Master-slave vs multi-master | Warehousing: Star schema; Conformed dimensions; Columnar storage
482,DB Engineer - Path Variant 2,Database Engineering,Relational DBs: ACID properties; Explain analyze; Index maintenance; Query profiling; Normalization forms; Index types & use cases; Query profiling; Explain analyze; Index maintenance | NoSQL: Document modeling; Explain analyze; Index maintenance; Denormalization patterns; CAP theorem; Query profiling | Optimization: Query plans & explain; Index tuning; Partitioning & sharding; Explain analyze; Query profiling; Index maintenance | Data Pipelines: ETL patterns; CDC (Debezium); Kafka basics | Replication & HA: Failover strategies; Master-slave vs multi-master | Warehousing: Star schema; Columnar storage; Conformed dimensions
483,DB Engineer - Path Variant 3,Database Engineering,Relational DBs: Explain analyze; ACID properties; Query profiling; Index maintenance; Explain analyze; Index maintenance; Index types & use cases; Query profiling; Normalization forms | NoSQL: Document modeling; Index maintenance; Query profiling; Denormalization patterns; CAP theorem; Explain analyze | Optimization: Capstone: Build a DB Engineer portfolio project integrating core skills; Partitioning & sharding; Query profiling; Explain analyze; Index maintenance; Query plans & explain; Index tuning | Data Pipelines: CDC (Debezium); Kafka basics; ETL patterns | Replication & HA: Failover strategies; Master-slave vs multi-master | Warehousing: Conformed dimensions; Star schema; Columnar storage
484,DB Engineer - Path Variant 4,Database Engineering,Relational DBs: Capstone: Build a DB Engineer portfolio project integrating core skills; Explain analyze; Normalization forms; Index maintenance; Explain analyze; Query profiling; Index maintenance; ACID properties; Index types & use cases; Query profiling | NoSQL: Denormalization patterns; Query profiling; Capstone: Build a DB Engineer portfolio project integrating core skills; Document modeling; Index maintenance; CAP theorem; Explain analyze | Optimization: Capstone: Build a DB Engineer portfolio project integrating core skills; Query plans & explain; Explain analyze; Query profiling; Index maintenance; Partitioning & sharding; Index tuning | Data Pipelines: ETL patterns; Kafka basics; CDC (Debezium) | Replication & HA: Master-slave vs multi-master; Capstone: Build a DB Engineer portfolio project integrating core skills; Failover strategies | Warehousing: Conformed dimensions; Columnar storage; Star schema
485,DB Engineer - Path Variant 5,Database Engineering,Relational DBs: ACID properties; Index maintenance; Query profiling; Index types & use cases; Normalization forms; Explain analyze; Query profiling; Explain analyze; Index maintenance | NoSQL: Denormalization patterns; CAP theorem; Query profiling; Document modeling; Explain analyze; Index maintenance | Optimization: Query plans & explain; Explain analyze; Partitioning & sharding; Index maintenance; Index tuning; Query profiling | Data Pipelines: ETL patterns; Kafka basics; CDC (Debezium) | Replication & HA: Failover strategies; Master-slave vs multi-master; Capstone: Build a DB Engineer portfolio project integrating core skills | Warehousing: Columnar storage; Star schema; Conformed dimensions
486,DB Engineer - Path Variant 6,Database Engineering,Relational DBs: Normalization forms; Query profiling; Index types & use cases; Index maintenance; Query profiling; Index maintenance; Explain analyze; Explain analyze; ACID properties | NoSQL: Query profiling; Document modeling; Denormalization patterns; Explain analyze; CAP theorem; Index maintenance; Capstone: Build a DB Engineer portfolio project integrating core skills | Optimization: Partitioning & sharding; Index tuning; Explain analyze; Query plans & explain; Index maintenance; Query profiling | Data Pipelines: CDC (Debezium); ETL patterns; Kafka basics | Replication & HA: Failover strategies; Master-slave vs multi-master | Warehousing: Star schema; Conformed dimensions; Columnar storage
487,DB Engineer - Path Variant 7,Database Engineering,Relational DBs: Query profiling; Explain analyze; Query profiling; Explain analyze; Index maintenance; ACID properties; Index types & use cases; Index maintenance; Normalization forms | NoSQL: Explain analyze; Denormalization patterns; Document modeling; CAP theorem; Index maintenance; Query profiling | Optimization: Partitioning & sharding; Query profiling; Explain analyze; Index maintenance; Query plans & explain; Index tuning | Data Pipelines: CDC (Debezium); Kafka basics; Capstone: Build a DB Engineer portfolio project integrating core skills; ETL patterns | Replication & HA: Failover strategies; Master-slave vs multi-master | Warehousing: Columnar storage; Star schema; Conformed dimensions
488,DB Engineer - Path Variant 8,Database Engineering,Relational DBs: ACID properties; Index types & use cases; Index maintenance; Explain analyze; Query profiling; Explain analyze; Normalization forms; Index maintenance; Query profiling | NoSQL: CAP theorem; Document modeling; Explain analyze; Index maintenance; Denormalization patterns; Query profiling | Optimization: Index maintenance; Index tuning; Query profiling; Partitioning & sharding; Query plans & explain; Explain analyze | Data Pipelines: ETL patterns; Kafka basics; Capstone: Build a DB Engineer portfolio project integrating core skills; CDC (Debezium) | Replication & HA: Failover strategies; Master-slave vs multi-master | Warehousing: Star schema; Columnar storage; Conformed dimensions
